Unnamed: 0,x_img,y_img,r_img,006_idx,022_idx,096_idx,flx_022,err_022
41,4672.2651,4041.3469,12.0,2,0,3,14.685205174396048,0.7128312880820584
23,4623.0564,4045.7215,23.0,3,1,2,820.496029136802,1.6406859022663025
4,4729.5653,4577.9461,22.0,4,2,4,160.37661431359174,0.9284444273644439
5,4721.2638,4686.9071,13.0,5,3,5,126.06268930087923,0.5509323083546973
38,4796.3865,4742.772,10.0,6,4,6,22.82867588303055,0.4012177892072724
36,4727.7307,4764.0034,11.0,7,5,7,64.15322593125012,0.521479607235014
37,4707.4051,4769.6185,14.0,8,6,8,274.5501455429036,0.6497464347484708
25,4649.0188,4780.8075,6.0,9,7,9,25.504182436776272,0.46424545903577896
39,4787.132000000001,4806.1896,12.0,10,8,10,63.26954779415668,0.5448390101469659
16,4694.617,4808.9385,6.0,11,9,11,14.06701992348078,0.5965928636687778
18,4684.1778,4811.2562,6.0,12,10,12,20.34151969472409,0.690405574292455
19,4670.4226,4816.1534,9.0,13,11,13,28.42057314257769,1.0924844172675179
15,4698.6824,4821.5889,5.0,14,12,15,12.718144485632811,0.538413483795588
17,4688.7105,4824.7105,6.0,15,13,14,45.885682191867666,0.7508457705442111
40,4815.6746,4827.1322,8.0,16,14,16,20.16402042464592,0.3351018843008236
10,4714.4536,4836.4845,6.0,17,15,17,21.99106619411923,0.5475109763965637
8,4688.8089,4847.2921,12.0,18,16,18,932.8756989573563,1.3055602850903034
24,4654.4392,4851.8693,7.0,19,17,19,21.055148630724585,0.8463166150158047
9,4676.5168,4856.969,8.0,20,18,20,245.20859732890392,0.8613399082093024
6,4702.2248,4861.0013,9.0,21,19,21,487.19910368820604,0.8957977444418769
12,4705.8089,4868.3257,8.0,23,20,23,244.7517162364794,0.7964666849654212
7,4689.3553,4869.1629,8.0,22,21,22,225.28810394605034,0.8058441616255781
21,4671.2559999999985,4876.4651,5.0,24,22,24,12.890696808255187,0.4982416098025257
11,4706.4805,4880.1534,6.0,25,23,26,10.306745842193642,0.5561083349171855
20,4660.7908,4881.8606,9.0,26,24,25,198.24583591974238,0.7741883154821326
1,4759.8452,4884.5195,12.0,27,25,27,323.93357371003356,0.7505632319859037
35,4735.5076,4887.2547,8.0,28,26,28,16.966063488835207,0.6189559598628452
13,4702.0767,4895.4805,11.0,30,27,30,62.095638857055924,0.9118320618836658
22,4664.884,4896.7908,6.0,29,28,29,16.569880975799308,0.42393939665587743
3,4760.1319,4900.1319,6.0,31,29,31,18.4843263464919,0.38014171241498945
2,4770.7369,4915.3423,6.0,32,30,32,19.843627221978952,0.3087966432273901
14,4700.2326,4937.7674,6.0,33,31,33,18.403641972319853,0.3118957535998572
0,4843.3944,5009.6967,14.0,35,32,35,38.6859380657816,0.5881966212698254
34,4863.003,5019.9318,8.0,37,33,37,44.180721833707175,0.33199376097822364
33,4863.2356,5031.0951,8.0,39,34,39,43.004470720285305,0.34353710930966386
32,4724.9536,5317.3954,7.0,43,35,43,32.188766363424314,0.29401994705270024
26,4787.8837,5728.3954,13.0,45,36,45,227.53715228714466,0.8456287043739629
27,4768.5117,5773.3954,6.0,47,37,47,43.5129178103762,0.4753022574459605
28,4762.2327,5799.6745,9.0,48,38,48,184.20282436240302,0.7146248983553601
31,5232.5582,6004.1163,5.0,49,39,49,8.864094408096681,0.4829435361591776
29,4736.0376,6049.6169,16.0,50,40,50,411.30588201030145,1.499339808442715
30,5433.2326,6066.0,9.0,51,41,51,29.7916314890727,1.0833891388977535
